Date,SPY,VGK,EEM,GLD,TLT
2020-01-31,22.980053174485356,21.302686289246388,11.061219753678989,25.053390106667052,19.602650675922224
2020-02-28,14.175233535257126,15.462273869501194,14.58955263411964,27.904865290702514,27.868074670419528
2020-03-31,14.185662450887355,14.29605344775581,14.318515863406411,35.925623837078255,21.27414440087216
2020-04-30,13.531193024113216,14.917150062913958,15.343531762805751,24.411042812449406,31.79708233771767
2020-05-29,17.30158974728918,14.470519883356904,14.511281899386763,27.76547833885916,25.951130131108
2020-06-30,14.659615996039676,13.53645565443548,15.006097429036283,29.65383472964989,27.143996190838664
2020-07-31,20.151831020105334,16.30134219069574,11.58332775583229,24.215651941782436,27.747847091584198
2020-08-31,33.62091325593822,16.191176216300526,17.96457430619055,9.114318706526793,23.109017515043906
2020-09-30,13.126087716887286,14.7961273706515,16.6309551465623,23.103213666350687,32.343616099548214
2020-10-30,15.24492239266417,14.439266002035339,19.455780372805748,24.161158776668252,26.698872455826496
2020-11-30,20.954039639699584,19.33289690682618,21.33184977182183,16.52121826771995,21.859995413932477
2020-12-31,27.880137061070933,16.921730758204255,14.0312109553553,17.7681506584455,23.39877056692402
2021-01-29,21.89524830025111,19.08189435086349,14.488072610608299,16.99289139262461,27.54189334565248
2021-02-26,17.448357057523737,19.366512430603596,13.351170178153108,20.305916755679323,29.528043578040236
2021-03-31,18.834352556668456,23.467957241336997,11.543870678273787,23.81815792485209,22.33566159886867
2021-04-30,23.242050485596213,18.35418069826992,20.660984745521844,17.28444981262091,20.458334257991105
2021-05-31,18.241316082272,14.983517690762834,13.744694503637367,24.630967639130038,28.39950408419776
2021-06-30,27.73454479441143,19.82408242876862,19.126420794434033,15.31196293759085,18.002989044795058
2021-07-30,22.17699237478877,16.305547632809198,12.482420425040509,32.42144257472623,16.613596992635284
2021-08-31,26.72863736125079,23.432905031874952,14.278148031536844,14.819341376843354,20.740968198494052
2021-09-30,23.20635220568798,18.800435283435586,17.045963379133457,21.517271351207317,19.429977780535665
2021-10-29,20.312956162189767,24.522710358924265,17.66010492088097,20.001858440022318,17.502370117982675
2021-11-30,25.244308047707275,21.938581137210072,17.485744972287915,20.588822598351353,14.742543244443382
2021-12-31,14.71241823604392,18.01019771175179,18.802459867294505,30.184840293664823,18.29008389124496
2022-01-31,18.328889597058414,23.26327117051841,17.128239211535476,22.59408439299832,18.68551562788938
2022-02-28,13.826367514084193,14.715762500032465,15.173561441235547,31.704406662665164,24.579901881982625
2022-03-31,23.954503817851414,14.338345768244995,14.487053784849474,24.732998635961884,22.487097993092224
2022-04-29,15.727973429077258,17.078326652668384,17.0381661029107,29.647580505927966,20.507953309415694
2022-05-31,14.237576721597595,16.334848171221765,16.639238495942106,31.745445895526363,21.04289071571217
2022-06-30,15.538543789812753,16.076199345895674,17.90242629153342,30.366253479815352,20.11657709294279
2022-07-29,18.700879990722143,14.959515142956937,20.163345938756514,25.55959147075707,20.61666745680733
2022-08-31,16.711437805528593,17.541217323851555,22.842644923000975,27.01768555401761,15.887014393601252
2022-09-30,17.99366830497738,15.183524358252582,21.518420791114252,27.527783328662935,17.776603216992836
2022-10-31,16.190276385903413,15.120351684923905,17.141182373659543,28.397810858587256,23.150378696925877
2022-11-30,18.376585269524035,15.819122278377293,18.024553275777798,25.389455723470157,22.390283452850714
2022-12-30,17.767536129594383,21.750629624626107,20.862759067994983,23.471582916623298,16.147492261161243
